total,pde,data,ic,bc,amplitude,lr
0.07538696378469467,1401195.125,0.0007354308036155999,0.0018386724404990673,0.0017996551468968391,0.002471765037626028,0.001
0.0726979449391365,1508439.875,0.0007078445050865412,0.0018057676497846842,0.0019725996535271406,0.0024308399297297,0.001
0.07306913286447525,1271941.5,0.0007126940763555467,0.0018025925382971764,0.0017478850204497576,0.0024481965228915215,0.001
0.07291322201490402,1271603.125,0.0007111600716598332,0.001787617919035256,0.0017580442363396287,0.002438349649310112,0.001
0.07072921842336655,1302584.875,0.0006892809178680182,0.00181747751776129,0.0017356757307425141,0.002454936970025301,0.001
0.0713864341378212,1315852.5,0.0006960476748645306,0.0016791591187939048,0.0018355000065639615,0.002434255788102746,0.001
0.0680902972817421,1389634.5,0.00066373310983181,0.0017389778513461351,0.001646501594223082,0.002424548612907529,0.001
0.06904546916484833,1263875.625,0.0006728211883455515,0.0016438341699540615,0.0018345011631026864,0.0024182861670851707,0.001
0.06845782697200775,1246832.125,0.0006671393639408052,0.001684744143858552,0.0017544421134516597,0.0024297391064465046,0.001
0.06777654588222504,1256961.875,0.0006610963027924299,0.0016284951707348228,0.00165623112116009,0.00245567224919796,0.001
0.06721163541078568,1315364.5,0.0006541058537550271,0.0018430210184305906,0.0017097305972129107,0.0024672970175743103,0.001
0.06491704285144806,1272096.75,0.000632631650660187,0.0016472355928272009,0.0016119664069265127,0.002428373321890831,0.001
0.0637536570429802,1291765.75,0.0006212445441633463,0.0016077504260465503,0.0016032848507165909,0.0023682534229010344,0.001
0.06317245960235596,1320270.125,0.0006155900773592293,0.001589398831129074,0.0015889543574303389,0.0024274433963000774,0.001
0.06338147819042206,1237853.5,0.000617634563241154,0.0016022889176383615,0.0015849607298150659,0.0024395224172621965,0.001
0.06413860619068146,1207236.25,0.000625569955445826,0.0016079138731583953,0.0015067391796037555,0.002428451320156455,0.001
0.06460107862949371,1232062.375,0.0006302505498751998,0.0014799499185755849,0.0016244171420112252,0.002383321290835738,0.001
0.061460308730602264,1228118.0,0.0005987684708088636,0.001546496176160872,0.0015718447975814342,0.0024293556343764067,0.001
0.05990595370531082,1231157.125,0.0005837694625370204,0.0014561593998223543,0.001552640344016254,0.0024610147811472416,0.001
0.05992424115538597,1166877.375,0.0005833751638419926,0.0016298193950206041,0.0014949176693335176,0.0024356343783438206,0.001
0.05887046828866005,1135411.25,0.0005732096033170819,0.0014490025350823998,0.0016014996217563748,0.0024255188181996346,0.001
0.05853467807173729,1204251.625,0.000570446893107146,0.0014444311382248998,0.00148722343146801,0.0024163892958313227,0.001
0.057907506823539734,1166329.375,0.0005639230948872864,0.0014513992937281728,0.0015304284170269966,0.002428187755867839,0.001
0.057776253670454025,1146266.0,0.0005626532365567982,0.0015192998107522726,0.0014539440162479877,0.0024307456333190203,0.001
0.05846328288316727,1166414.125,0.0005697437445633113,0.0014289200771600008,0.001501183956861496,0.002385716885328293,0.001
0.06050531193614006,1124188.375,0.000589995994232595,0.0014092023484408855,0.001553028472699225,0.0024596748407930136,0.001
